Obj1,Obj2,Figure1,Figure2,Acc,Acc_exp_transform,RT,Skel,Skel_log_transformed,GBJ,GIST,HMAX,conv1,conv2,conv3,conv4,conv5,fc6,fc7,fc8
65,104,Figure_65,Figure_104,0.657142857,1.929272246,2550.771429,82.67,4.41,184.14,0.0837,0.16,27522.15,20890.35,11815.63,6079.01,2897.72,447.25,159.95,44.79
65,106,Figure_65,Figure_106,0.777777778,2.176629932,2274.027778,76.11,4.33,195.03,0.0858,0.28,26625.18,21198.53,12082.4,6368.27,3139.42,500.62,173.04,39.6
65,107,Figure_65,Figure_107,0.771428571,2.162853838,2054.057143,71.07,4.26,199.25,0.0749,0.33,27657.18,21783.69,12581.67,6643.47,3218.11,498.58,175.36,38.74
65,108,Figure_65,Figure_108,0.727272727,2.069429007,1998.30303,82.75,4.42,166.16,0.0584,0.07,26704.38,19815.36,10427.85,5489.64,2649.79,490.45,167.71,46.3
65,116,Figure_65,Figure_116,0.8,2.225540928,2414.2,85.03,4.44,172.03,0.0469,0.24,24243.42,18649.54,11311.81,5954.71,2992.11,461.87,163.97,41.02
65,117,Figure_65,Figure_117,0.515151515,1.673892102,1879.242424,60.86,4.11,185.34,0.0848,0.16,27345.49,21311.33,12582.85,6708.07,3324.76,480.62,160.77,40.09
65,23,Figure_65,Figure_23,0.882352941,2.41657909,3011.058824,118.95,4.78,207.71,0.1045,0.37,30384.59,22674.06,12971.89,6784.06,3357.27,534.89,179.1,38.25
65,234,Figure_65,Figure_234,0.852941176,2.346538295,2833.823529,89.93,4.5,226.73,0.128,0.26,29751.5,23909.41,14603.27,7567.04,3684.3,535.62,173.71,40.37
65,266,Figure_65,Figure_266,0.916666667,2.500940014,2680.611111,73.2,4.29,228.2,0.107,0.16,28673.66,24223.49,14218.19,7325.52,3550.87,543.87,176.3,42.62
65,31,Figure_65,Figure_31,0.611111111,1.842477459,3075.194444,86.03,4.45,205.17,0.0878,0.12,26951.28,21801.92,13216.31,6949.91,3387.79,446.97,144.17,32.62
65,32,Figure_65,Figure_32,0.896551724,2.451136327,2075.965517,91.91,4.52,189.75,0.0759,0.3,25495.35,20237.4,12368.42,6415.75,3197.66,474.53,170.27,39.28
65,36,Figure_65,Figure_36,0.757575758,2.1330988,2114.030303,140.31,4.94,193.77,0.085,0.14,27915.41,21766.46,12123.39,6296.87,3064.7,511.43,170.89,44.61
65,39,Figure_65,Figure_39,0.828571429,2.290044911,2174.028571,85.18,4.44,192.75,0.0626,0.15,27250.11,21361.06,12445.29,6465.58,3206.1,480.18,165.44,34.13
65,43,Figure_65,Figure_43,0.454545455,1.575457104,2280.060606,82.22,4.41,134.15,0.0299,0.02,24677.15,15456.27,7690.21,3952.7,1915.46,313.22,114.17,29.29
65,44,Figure_65,Figure_44,0.64516129,1.906294471,2654.677419,76.1,4.33,155.52,0.0488,0.08,24177.82,17959.1,9762.53,5155.08,2524.71,452.62,164.27,38.84
65,48,Figure_65,Figure_48,0.64516129,1.906294471,2210.774194,65.16,4.18,200.37,0.087,0.13,27313.8,22378.73,13299.34,6962.23,3255.98,463.81,160.36,41.08
65,56,Figure_65,Figure_56,0.606060606,1.833195476,2869.454545,97.81,4.58,155.54,0.0368,0.08,25153.25,18482.43,9816.54,5186.41,2519.64,421.74,151.19,35.87
65,61,Figure_65,Figure_61,0.6875,1.98873747,2150.53125,72.68,4.29,209.37,0.102,0.12,29159.25,23231.73,13426.25,6810.75,3315.4,528.7,169.43,39.96
65,71,Figure_65,Figure_71,0.805555556,2.237939454,1831.416667,93.92,4.54,217.73,0.1299,0.2,27864.56,23881.49,14102.04,7264.14,3439.98,458.86,152.31,39.91
65,76,Figure_65,Figure_76,0.733333333,2.082009083,2261.533333,58.76,4.07,182.25,0.0802,0.18,28580.62,21419.47,12519.1,6571.11,3269.36,527.32,179.84,43.45
65,83,Figure_65,Figure_83,0.75,2.117000017,2279,66.92,4.2,165.3,0.0623,0.05,25929.5,20771.57,11512.92,6021.05,2893.7,469.4,158.32,36.87
65,85,Figure_65,Figure_85,0.787878788,2.198727509,2396.242424,83.95,4.43,190.39,0.0646,0.2,25908.28,19891.95,12029.28,6273.28,3041.35,441.5,144.2,35.52
65,90,Figure_65,Figure_90,0.703703704,2.02122488,2756.222222,65.67,4.18,195.74,0.0774,0.16,26284.42,21540.29,12513.06,6464.05,2988.31,374.49,124.5,28.87
71,100,Figure_71,Figure_100,0.891891892,2.439741014,2102.459459,88.9,4.49,192.06,0.0634,0.32,27414.18,21577.84,12122.69,6375.07,3065.08,453.82,174.82,47.43
71,103,Figure_71,Figure_103,0.78125,2.184200811,2470.34375,108,4.68,192.55,0.0835,0.22,27002.98,21512.85,12287.69,6262.91,3042.48,487.38,166.28,43.16
71,106,Figure_71,Figure_106,0.857142857,2.356418442,2050.6,84.68,4.44,187.34,0.084,0.35,26006.51,20303.99,11672.12,6092.4,3033.47,511.55,188.55,51.75
71,107,Figure_71,Figure_107,0.870967742,2.389221885,1922.645161,100.18,4.61,199.44,0.1072,0.46,27693.25,22486.33,12914.89,6577.17,3189.58,486.49,180.39,45.27
71,108,Figure_71,Figure_108,0.878787879,2.407979175,2565.818182,88.82,4.49,230.1,0.154,0.18,27503.87,23262.2,14318.03,7379.37,3599.92,582.82,196.91,54.14
71,116,Figure_71,Figure_116,0.774193548,2.168842354,2626.806452,112.24,4.72,194.75,0.0921,0.2,25040.82,20938.17,12889.71,6803.03,3394.06,490.46,174.95,46.17
71,117,Figure_71,Figure_117,0.666666667,1.947734042,2405.1,87.44,4.47,201.7,0.1222,0.09,27153.75,22560.67,13757.94,7057.73,3457.12,421.99,140.59,35.31
71,23,Figure_71,Figure_23,0.823529412,2.278527525,2510.088235,105.1,4.65,212.68,0.1323,0.52,30796.83,23898.98,13788.23,7007.32,3425.58,523.64,192.09,49.55
71,266,Figure_71,Figure_266,0.84375,2.32506966,1800.28125,105.09,4.65,191,0.0615,0.09,27619.61,21824.48,12410,6373.92,3119.32,495.76,166.34,42.04
71,31,Figure_71,Figure_31,0.666666667,1.947734042,1980.733333,82.66,4.41,179.2,0.0627,0.02,25847.03,19925.56,11200.65,5684.41,2711.13,360.61,123.52,31.86
71,32,Figure_71,Figure_32,0.764705882,2.14836241,2570.558824,104.39,4.65,219.58,0.0975,0.16,28003.57,23985.82,14390.58,7408.85,3590.34,489.68,159.73,34.94
71,36,Figure_71,Figure_36,0.75,2.117000017,2508.944444,129.32,4.86,225.76,0.1455,0.23,29170.99,24292.64,14502.36,7570.52,3708.91,611.77,210.07,57.45
71,39,Figure_71,Figure_39,0.612903226,1.845782351,2679.580645,94.07,4.54,217.16,0.1152,0.26,27974.78,23291.68,14000.64,7030.32,3491.38,501.28,178.37,42.14
71,43,Figure_71,Figure_43,0.655172414,1.925474468,1849.896552,81.63,4.4,211.47,0.1118,0.09,27042.89,23239.21,13711.87,7076.96,3362.92,445.31,138.97,34
71,44,Figure_71,Figure_44,0.875,2.398875294,2455.125,113.44,4.73,210.73,0.1244,0.12,26551.04,22754.84,13206.91,6778.81,3237.62,517.35,187.3,49.71
71,48,Figure_71,Figure_48,0.757575758,2.1330988,2485.424242,99.48,4.6,180.28,0.0587,0.1,26875.25,21258.21,12027.62,6208.11,2925.91,414.04,142.41,35.05
71,56,Figure_71,Figure_56,0.909090909,2.482065084,2147.848485,94.61,4.55,206.58,0.0977,0.19,26772.2,22487.58,12871.64,6729.2,3315.61,508.62,183.78,51.22
71,61,Figure_71,Figure_61,0.75862069,2.135328908,1671.62069,97.8,4.58,236.68,0.1759,0.11,29995.8,25307.06,15573.67,7880.62,3937.1,533.31,162.5,39.53
71,76,Figure_71,Figure_76,0.764705882,2.14836241,2138.970588,99.07,4.6,221.98,0.1264,0.16,29244.34,23685.55,13145.08,6716.92,3210.04,530.13,196.79,53.37
71,83,Figure_71,Figure_83,0.84375,2.32506966,2437.75,100.67,4.61,203.39,0.0948,0.09,26300.63,22193.8,13183.48,6841.66,3282.86,517.65,178.62,45.18
71,85,Figure_71,Figure_85,0.714285714,2.04272707,2061.171429,99.84,4.6,202.65,0.0864,0.14,27189.88,21728.28,12878.36,6728.89,3227.55,438.63,151.39,42.44
71,90,Figure_71,Figure_90,0.878787879,2.407979175,1690.575758,96.33,4.57,187.35,0.0717,0.13,27171.82,22052.07,12678.73,6659.66,3279.36,427.1,149.31,40.48
72,100,Figure_72,Figure_100,0.848484848,2.336104616,2454.969697,55.92,4.02,222.48,0.1056,0.34,29323.7,22973.72,13841.27,7157.36,3540.09,519.25,168.03,45.04
72,103,Figure_72,Figure_103,0.837837838,2.311364027,2561.594595,66.39,4.2,203.2,0.0852,0.16,28610.66,21371.85,12015,6205.86,3081.58,496.75,165.95,42.76
72,104,Figure_72,Figure_104,0.78125,2.184200811,2229.625,64.95,4.17,244.72,0.1636,0.38,30692.93,24284.18,14699.28,7518.81,3786.21,557.38,198.88,50.5
72,106,Figure_72,Figure_106,0.970588235,2.639496647,1617.323529,67.68,4.21,208.97,0.0899,0.21,29227.86,22440.72,12936.67,6695.59,3290.68,508.3,158.95,43.18
72,107,Figure_72,Figure_107,0.818181818,2.266375406,1917.060606,57.17,4.05,179.29,0.087,0.21,29062.21,19582.35,10850.83,5718.8,2877.16,453.6,142.15,39.76
72,108,Figure_72,Figure_108,0.944444444,2.571384434,2412.638889,83.24,4.42,247.47,0.1627,0.33,29573.74,23743.05,14754.13,7648.95,3819.48,621.74,206.96,52.85
72,116,Figure_72,Figure_116,0.833333333,2.30097589,2548.694444,80.25,4.39,237.7,0.1137,0.61,28173.85,23537.8,14842.66,7679.54,3948.67,588.32,186.56,45.65
72,117,Figure_72,Figure_117,0.75,2.117000017,3192,79.39,4.37,214.17,0.103,0.28,29725.88,23507.91,13419.67,6951.12,3427.84,493.06,165.35,42.01
72,23,Figure_72,Figure_23,0.878787879,2.407979175,2723.636364,96.02,4.56,201.83,0.1049,0.26,32179.8,22518.48,12125.78,6377.45,3107.94,483.37,155.3,41.18
72,234,Figure_72,Figure_234,0.794117647,2.21248794,2317.088235,101.31,4.62,260.58,0.1408,0.49,33324.87,27638.7,16598.77,8365.84,4039.29,605.27,193.44,43.11
72,266,Figure_72,Figure_266,0.833333333,2.30097589,2821.083333,85.79,4.45,207.52,0.0948,0.17,30113.34,22863.23,12651.52,6473.46,3125.99,467.6,151.3,40.01
72,31,Figure_72,Figure_31,0.805555556,2.237939454,2409.111111,106.08,4.66,219.98,0.0937,0.18,29486.44,23450.23,13424.72,6880.54,3339.64,476.31,167.96,37.15
72,32,Figure_72,Figure_32,0.852941176,2.346538295,2333.764706,90.12,4.5,251.5,0.1253,0.63,30133.73,25383.6,16204.22,8294.3,4275.58,673.02,241.62,46.28
72,36,Figure_72,Figure_36,0.967741935,2.631994529,2654.129032,134.24,4.9,244.13,0.1579,0.27,31208.74,24733.38,14851.78,7716.14,3761.09,614.32,196.87,48.49
72,39,Figure_72,Figure_39,0.857142857,2.356418442,2168.678571,93.01,4.53,212.14,0.1012,0.18,29556.89,22225.07,12373.35,6342.15,3117.45,470.32,152.59,38.9
72,43,Figure_72,Figure_43,0.911764706,2.488710503,2812.352941,93.91,4.54,237.43,0.1217,0.28,29679.01,24538.2,14788.48,7577.07,3805.3,562.15,190.3,42.89
72,44,Figure_72,Figure_44,0.7,2.013752707,2650.133333,88.69,4.49,224.83,0.1458,0.36,27935.95,22268.78,13733.24,7152.15,3630.58,552.8,175.85,43.62
72,48,Figure_72,Figure_48,0.743589744,2.103472907,2403.846154,75.39,4.32,208.29,0.0934,0.21,29558.15,22328.75,13190.61,6958.47,3444.83,582.9,221.31,48.1
72,56,Figure_72,Figure_56,1,2.718281828,2808.342105,106.07,4.66,212.56,0.1052,0.38,27578.99,20968.97,12710.09,6640.77,3449.11,541.35,174.99,43.49
72,61,Figure_72,Figure_61,0.606060606,1.833195476,3405.545455,91.42,4.52,250.82,0.1793,0.38,32408.1,27168.17,16352.86,8177.55,4074.53,620.59,209.75,44.25
72,65,Figure_72,Figure_65,0.852941176,2.346538295,2263.823529,72.18,4.28,231.38,0.1183,0.28,29760.06,24499.15,14513.37,7491.42,3674.48,559.42,189.05,40.12
72,71,Figure_72,Figure_71,0.823529412,2.278527525,1849.411765,89.97,4.5,214.57,0.1023,0.25,30041.87,24413.08,13916.16,7128.76,3476.27,505.52,183.49,43.82
72,76,Figure_72,Figure_76,0.666666667,1.947734042,2616.194444,54.43,4,240.78,0.1365,0.35,32554.51,26489.46,15471.7,7887.53,3787.06,551.07,162.67,42.98
72,83,Figure_72,Figure_83,0.84375,2.32506966,2655.5,87.22,4.47,230.18,0.1259,0.25,28599.42,22892.17,14196.25,7473.57,3739.08,589.62,191.1,45.32
72,85,Figure_72,Figure_85,0.878787879,2.407979175,2320.363636,82.03,4.41,256.12,0.1314,0.54,30143.56,25333.57,15917.16,8188.84,4108.64,589.89,196.11,42.94
72,90,Figure_72,Figure_90,0.8125,2.253534787,1761.125,66.78,4.2,219.53,0.1012,0.32,29259.66,23321.24,13888.82,7210.31,3594.78,540.09,170.89,39.16
76,100,Figure_76,Figure_100,0.911764706,2.488710503,1825.205882,67.21,4.21,202.99,0.0854,0.23,28070.23,21942.27,12581.79,6509.13,3183.8,480.69,154.92,43.27
76,103,Figure_76,Figure_103,0.848484848,2.336104616,2267.242424,76.69,4.34,216.04,0.108,0.32,28942.44,23870.68,14071.4,7141.47,3433.48,519.26,161.94,46.24
76,116,Figure_76,Figure_116,0.878787879,2.407979175,2374.545455,88.47,4.48,187.87,0.0786,0.23,27345.91,21423.13,12581.85,6639.84,3404.83,536.6,172.7,45.34
76,39,Figure_76,Figure_39,0.842105263,2.321248675,2326.973684,96.42,4.57,228.69,0.1197,0.36,29850.62,24726.65,15315.89,7745.71,3758.74,545.72,165.24,45.73
76,44,Figure_76,Figure_44,0.676470588,1.966923384,2245.676471,93.77,4.54,189.03,0.0842,0.19,28694.92,23072.79,12659.97,6517.09,3155.16,471.18,144.92,39.72
83,100,Figure_83,Figure_100,0.714285714,2.04272707,2253.214286,73.39,4.3,171.29,0.0599,0.2,25090.68,19332.83,10674.76,5616.23,2701.66,443.91,159.25,40.34
83,103,Figure_83,Figure_103,0.756756757,2.131352505,2350.837838,59.44,4.08,187.55,0.0627,0.14,24846.45,19786.06,12102.9,6412.52,3094.72,430.09,135.33,33.45
83,108,Figure_83,Figure_108,0.676470588,1.966923384,2567.852941,57.39,4.05,153.71,0.0413,0.03,23765.2,16449.6,9248.38,4909.31,2460.6,418.65,138,35.07
83,116,Figure_83,Figure_116,0.545454545,1.725392473,2565.424242,60.45,4.1,160.2,0.0392,0.18,24165.41,19235.37,10180.53,5350.75,2656.87,450.48,155.65,38.66
83,39,Figure_83,Figure_39,0.71875,2.051866773,2883.40625,71.1,4.26,193.12,0.0711,0.14,25283.01,19757.62,12598.65,6603.26,3351.91,464.01,148.94,35.05
83,43,Figure_83,Figure_43,0.575757576,1.778477348,2655.515152,80.18,4.38,171.77,0.044,0.01,24456.41,19910,11249.76,5813.6,2801.74,419.12,138.8,34
83,44,Figure_83,Figure_44,0.705882353,2.02563322,2957.647059,84.64,4.44,144.28,0.0377,0.01,22830.61,16214.13,8803.69,4548.68,2212.67,345.74,114.14,28.19
83,48,Figure_83,Figure_48,0.552631579,1.737820217,2984.473684,67.69,4.21,187.07,0.0765,0.07,25899.4,20545.17,12029.12,6459.21,3143.09,544.7,201.12,45.46
83,76,Figure_83,Figure_76,0.696969697,2.007659663,2393.848485,71.1,4.26,191.62,0.0673,0.14,28003.98,22670.25,12491.24,6530.58,3134.33,474.18,152.34,42.3
85,100,Figure_85,Figure_100,0.783783784,2.189742121,2686.108108,79.88,4.38,185.04,0.0626,0.36,26867.56,20425.09,11302.74,5910.2,2863.71,419.6,156.75,40.38
85,103,Figure_85,Figure_103,0.59375,1.810766072,2961.71875,53.81,3.99,217.1,0.0822,0.48,26401.01,21288.18,13594.93,7127.68,3541.52,551.48,175.39,45.02
85,106,Figure_85,Figure_106,0.888888889,2.432425455,2325.638889,93.83,4.54,216.27,0.0974,0.61,26928.94,21815.23,12951.27,6881.1,3416.46,520.7,181.35,44.34
85,107,Figure_85,Figure_107,0.8,2.225540928,2367.142857,76.64,4.34,222.91,0.1023,0.78,27347.07,22369.35,13821.81,7198.43,3542.34,530.27,184.91,44.51
85,108,Figure_85,Figure_108,0.735294118,2.086095461,2432.5,62.52,4.14,185.52,0.0674,0.2,26226.89,19728.26,11835.86,6243.51,3097.26,539.88,177.19,50.88
85,116,Figure_85,Figure_116,0.5,1.648721271,2898.638889,40.09,3.69,144.71,0.0304,0,22538.69,15611.73,7937.07,4298.7,2091.54,351.05,134.56,35.4
85,117,Figure_85,Figure_117,0.647058824,1.909915163,3247.470588,64.24,4.16,195.62,0.0978,0.19,27252.27,22073.47,12887.25,6861.99,3432.78,463.95,160.04,42.73
85,23,Figure_85,Figure_23,0.848484848,2.336104616,1996.575758,113.8,4.73,240.26,0.1459,0.8,31192.6,24740.92,15128.79,7767.24,3852.12,585.07,197.23,45.59
85,266,Figure_85,Figure_266,0.941176471,2.562994935,1859.676471,84.14,4.43,241.63,0.0963,0.35,28988.93,24934.52,15374.63,7884.19,3971.99,588.61,182.3,44.06
85,31,Figure_85,Figure_31,0.742857143,2.101932465,2664.285714,81.89,4.41,179.82,0.0696,0.19,26657.04,19925.07,11685.3,6149.99,3074.18,417.97,141.14,33.81
85,32,Figure_85,Figure_32,0.5,1.648721271,3224,59.05,4.08,174.33,0.0554,0.05,25985.98,19532.51,10359.79,5360.94,2607.84,392.01,145.05,36.3
85,39,Figure_85,Figure_39,0.516129032,1.67552916,2427.612903,63.09,4.14,225.92,0.0882,0.51,27566.96,22818.49,14563.58,7504.09,3820.99,566.75,186.25,41.54
85,43,Figure_85,Figure_43,0.771428571,2.162853838,3244.742857,98.35,4.59,177.04,0.0515,0.14,25505.95,18952.25,11185.23,5855.27,2799.9,422.24,136.06,37.46
85,44,Figure_85,Figure_44,0.6875,1.98873747,2743.46875,111.35,4.71,182.61,0.0509,0.12,25758.93,20100.93,11158.21,5856.08,2820.61,473.36,165.59,39.3
85,48,Figure_85,Figure_48,0.774193548,2.168842354,1944.129032,85.21,4.45,180.3,0.0666,0.22,25865.35,19683.99,11572.62,6098.99,2941.66,445,164.37,46.72
85,56,Figure_85,Figure_56,0.875,2.398875294,1947.90625,81.49,4.4,186.58,0.0504,0.15,25059.7,19772.33,11709.14,6241.56,2995.77,459.19,156.07,38.55
85,61,Figure_85,Figure_61,0.837837838,2.311364027,3139.162162,97.46,4.58,208.57,0.0993,0.07,28750,22743.77,13416.33,6886.64,3381.8,489.35,155.97,40.96
85,76,Figure_85,Figure_76,0.818181818,2.266375406,2345.181818,86.66,4.46,210.94,0.0891,0.17,29899.79,23665.82,13408.82,7012.57,3436.97,503.69,172.87,41.11
85,83,Figure_85,Figure_83,0.710526316,2.035062063,2592.526316,61.64,4.12,181.05,0.0523,0.15,26017.33,20277.99,11187.57,5837.27,2866.86,472.47,158.81,40.2
85,90,Figure_85,Figure_90,0.666666667,1.947734042,2182.606061,71.07,4.26,179.98,0.0659,0.18,26080.74,20590.15,11794.21,6224.34,2980.56,379.19,126.64,32.38
90,100,Figure_90,Figure_100,0.628571429,1.874930194,2388.657143,65.03,4.17,178.31,0.0347,0.13,25534.88,19360.43,10380.15,5457.81,2556.71,369.9,134.69,36.05
90,103,Figure_90,Figure_103,0.588235294,1.800807714,2485.823529,58.68,4.07,195.96,0.0683,0.22,25597.59,20210.07,12036.35,6284.69,3081.49,473.6,149.07,37.22
90,106,Figure_90,Figure_106,0.771428571,2.162853838,2324.057143,83.4,4.42,183.02,0.0565,0.3,25587.68,20339.08,11312.44,5965.93,2926.12,437.99,143.67,34.71
90,107,Figure_90,Figure_107,0.818181818,2.266375406,2751.787879,72.88,4.29,196.82,0.0743,0.45,25774.7,20465.58,11953.97,6167.26,3019.71,462.74,151.66,35.47
90,108,Figure_90,Figure_108,0.774193548,2.168842354,2571.677419,65.55,4.18,186.13,0.0858,0.23,25720.33,20663.86,11967.91,6295.51,3038.66,502.76,163.83,44.14
90,116,Figure_90,Figure_116,0.696969697,2.007659663,2494.818182,67.36,4.21,166.7,0.0517,0.21,22756.79,17114.49,10038.01,5268.27,2606.6,357.35,124.84,31.92
90,23,Figure_90,Figure_23,0.941176471,2.562994935,1563.558824,114.92,4.74,211.22,0.1108,0.45,29894.11,22784.38,13199.12,6849.74,3403.06,517.13,163.16,38.5
90,32,Figure_90,Figure_32,0.815789474,2.260959937,2865.473684,94.27,4.55,186.26,0.0573,0.25,24614.66,19514.75,12092.44,6324.02,3057.81,453.64,174.38,37.12
90,39,Figure_90,Figure_39,0.833333333,2.30097589,1836.361111,89.72,4.5,210.53,0.0778,0.26,26800.53,22004.23,13193.83,6753.34,3390.79,489.28,153.37,35.04
90,43,Figure_90,Figure_43,0.735294118,2.086095461,2446.470588,86.48,4.46,191.2,0.0804,0.17,24834.01,20241.7,12476.21,6508.91,3072.58,375.87,123.73,31.48
90,44,Figure_90,Figure_44,0.542857143,1.72091675,2672.714286,89.02,4.49,181.1,0.0943,0.18,25254.84,20114.27,11528.89,5934.04,2880.4,423.73,140.69,32.51
90,48,Figure_90,Figure_48,0.666666667,1.947734042,2459.181818,71.05,4.26,165.39,0.05,0.06,26321.09,19621.47,10352.98,5476.65,2620.21,435.65,168.23,41.27
90,56,Figure_90,Figure_56,0.666666667,1.947734042,2284.181818,92.34,4.53,158.68,0.0512,0.08,23866.02,17846.11,9672.32,5026.82,2398.96,358.34,120.27,29.64
90,76,Figure_90,Figure_76,0.828571429,2.290044911,3645.771429,73.4,4.3,210.55,0.0853,0.11,28422.61,22905.26,13138.69,6857.14,3381.69,508.32,160.04,40.49
90,83,Figure_90,Figure_83,0.64516129,1.906294471,2476.806452,67.7,4.22,166.8,0.0528,0.07,25244.59,19903.96,10841.75,5770.96,2779.78,419.66,135.58,32.5
